what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1506484953869
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1506484954852
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1506484955984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1506484957458
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1506484958954
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506484984361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506484984480
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506484994566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506485000306
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1506485001655
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1506485013252
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1506485014887
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1506485016792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1506485018119
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1506485020284
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1506485020684
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1506485023808
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1506485025221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506485027081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506485028771
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.generate.constructor.using.fields",1506485028804
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1506485031689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1506485032331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506485033151
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506486236702
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506486238678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506486245487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506486554255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506486601451
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1506486604896
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1506486611431
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1506486611621
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1506486612963
